Date,Tmax_1,Tmin_1,Tavg_1,Depart_1,DewPoint_1,WetBulb_1,Sunrise_1,Sunset_1,CodeSum_1,SnowFall_1,PrecipTotal_1,StnPressure_1,ResultSpeed_1,ResultDir_1,AvgSpeed_1,Tmax_2,Tmin_2,Tavg_2,DewPoint_2,WetBulb_2,CodeSum_2,PrecipTotal_2,StnPressure_2,ResultSpeed_2,ResultDir_2,AvgSpeed_2
2011-06-16 00:00:00,81,61,71.0,2.0,59,63.0,2011-06-16 04:16:00,2011-06-16 19:29:00,RA BR,0.0,0.04,29.05,5.5,29,7.5,81,62,72.0,59,63.0,RA BR,0.03,29.12,6.6,26,9.1
2011-06-17 00:00:00,82,60,71.0,2.0,60,64.0,2011-06-17 04:16:00,2011-06-17 19:29:00,MD,0.0,0.0,29.13,5.8,6,6.6,82,64,73.0,60,65.0,MD,0.0,29.18,5.3,7,6.2
2011-06-18 00:00:00,84,61,73.0,3.0,62,65.0,2011-06-18 04:16:00,2011-06-18 19:29:00,MD,0.0,0.0,29.1,4.6,6,6.4,83,63,73.0,62,66.0,MD,0.0,29.16,4.5,8,6.4
2011-06-19 00:00:00,81,63,72.0,2.0,65,68.0,2011-06-19 04:16:00,2011-06-19 19:30:00,MD,0.0,0.0,29.03,4.1,11,5.2,83,65,74.0,65,69.0,BR,0.0,29.08,3.7,14,4.9
2011-06-20 00:00:00,79,65,72.0,2.0,67,69.0,2011-06-20 04:16:00,2011-06-20 19:30:00,TSRA RA BR,0.0,0.18,29.01,6.2,16,8.1,80,69,75.0,67,69.0,TSRA BR,1.23,29.07,8.0,16,9.5
2011-06-21 00:00:00,89,66,78.0,8.0,70,72.0,2011-06-21 04:16:00,2011-06-21 19:30:00,RA BR SQ,0.0,0.45,28.92,11.5,18,12.1,89,69,79.0,70,73.0,TSRA RA BR,0.08,28.98,11.0,18,11.8
2011-06-22 00:00:00,73,64,69.0,-1.0,63,65.0,2011-06-22 04:17:00,2011-06-22 19:31:00,RA,0.0,0.02,28.89,12.6,21,13.4,75,66,71.0,62,65.0,MD,0.02,28.95,12.9,21,13.4
2011-06-23 00:00:00,71,62,67.0,-3.0,59,62.0,2011-06-23 04:17:00,2011-06-23 19:31:00,RA BR,0.0,0.01,28.9,11.4,26,12.7,72,63,68.0,60,63.0,RA BR,0.05,28.96,12.6,26,13.5
2011-06-24 00:00:00,68,60,64.0,-7.0,56,59.0,2011-06-24 04:17:00,2011-06-24 19:31:00,MD,0.0,0.0,29.08,9.4,29,9.6,68,60,64.0,55,59.0,MD,0.0,29.13,8.5,29,8.7
2011-06-25 00:00:00,79,58,69.0,-2.0,53,60.0,2011-06-25 04:17:00,2011-06-25 19:31:00,MD,0.0,0.0,29.21,2.5,10,4.6,78,61,70.0,52,60.0,RA,0.001,29.28,3.9,9,5.8
2011-06-26 00:00:00,81,57,69.0,-2.0,53,60.0,2011-06-26 04:18:00,2011-06-26 19:31:00,MD,0.0,0.0,29.23,5.8,9,6.9,80,64,72.0,53,61.0,MD,0.0,29.28,6.5,9,7.0
2011-06-27 00:00:00,81,65,73.0,2.0,63,67.0,2011-06-27 04:18:00,2011-06-27 19:31:00,RA HZ,0.0,0.03,29.08,6.9,21,10.8,80,67,74.0,64,67.0,RA BR,0.14,29.15,6.4,21,9.2
2011-06-28 00:00:00,81,63,72.0,1.0,54,61.0,2011-06-28 04:19:00,2011-06-28 19:31:00,MD,0.0,0.0,29.28,9.1,30,9.6,81,65,73.0,53,61.0,MD,0.0,29.34,7.2,30,8.6
2011-06-29 00:00:00,81,59,70.0,-1.0,56,62.0,2011-06-29 04:19:00,2011-06-29 19:31:00,MD,0.0,0.0,29.35,3.7,8,5.4,80,63,72.0,55,62.0,MD,0.0,29.41,3.9,8,5.9
2011-06-30 00:00:00,88,60,74.0,2.0,62,67.0,2011-06-30 04:19:00,2011-06-30 19:31:00,MD,0.0,0.001,29.28,8.2,17,9.4,89,66,78.0,61,67.0,TS TSRA RA VCTS,0.03,29.34,9.2,16,10.6
2011-07-01 00:00:00,89,72,81.0,9.0,62,68.0,2011-07-01 04:20:00,2011-07-01 19:31:00,MD,0.0,0.0,29.24,14.3,18,14.9,89,70,80.0,63,68.0,TS RA,0.01,29.31,10.4,18,10.8
2011-07-02 00:00:00,94,71,83.0,11.0,70,74.0,2011-07-02 04:20:00,2011-07-02 19:31:00,BR,0.0,0.0,29.25,3.9,24,8.3,93,73,83.0,71,74.0,BR,0.0,29.31,3.1,23,7.5
2011-07-03 00:00:00,84,69,77.0,5.0,57,65.0,2011-07-03 04:21:00,2011-07-03 19:31:00,MD,0.0,0.0,29.28,4.7,2,5.9,86,70,78.0,58,65.0,MD,0.0,29.33,4.4,3,6.1
2011-07-04 00:00:00,89,65,77.0,5.0,55,64.0,2011-07-04 04:22:00,2011-07-04 19:30:00,MD,0.0,0.0,29.26,2.9,5,4.3,88,68,78.0,53,63.0,FU,0.0,29.32,3.3,7,4.5
2011-07-05 00:00:00,91,68,80.0,8.0,60,68.0,2011-07-05 04:22:00,2011-07-05 19:30:00,MD,0.0,0.0,29.25,5.2,28,6.2,92,67,80.0,59,68.0,MD,0.0,29.31,4.9,26,5.6
2011-07-06 00:00:00,86,70,78.0,6.0,61,67.0,2011-07-06 04:23:00,2011-07-06 19:30:00,MD,0.0,0.001,29.27,5.7,4,7.5,87,71,79.0,60,67.0,MD,0.0,29.33,5.9,4,7.3
2011-07-07 00:00:00,82,63,73.0,1.0,53,62.0,2011-07-07 04:23:00,2011-07-07 19:30:00,RA,0.0,0.001,29.22,5.1,7,6.2,81,66,74.0,55,63.0,RA,0.07,29.28,5.7,7,7.1
2011-07-08 00:00:00,86,61,74.0,1.0,51,62.0,2011-07-08 04:24:00,2011-07-08 19:29:00,MD,0.0,0.0,29.17,5.1,6,6.0,86,65,76.0,52,63.0,MD,0.0,29.22,5.2,4,6.5
2011-07-09 00:00:00,91,61,76.0,3.0,58,66.0,2011-07-09 04:25:00,2011-07-09 19:29:00,MD,0.0,0.0,29.21,5.2,19,5.9,90,67,79.0,60,68.0,MD,0.0,29.27,5.4,18,6.5
2011-07-10 00:00:00,91,74,83.0,10.0,68,72.0,2011-07-10 04:25:00,2011-07-10 19:29:00,HZ,0.0,0.001,29.18,9.3,19,9.7,91,75,83.0,67,72.0,HZ,0.001,29.23,7.8,19,8.1
2011-07-11 00:00:00,88,71,80.0,7.0,71,74.0,2011-07-11 04:26:00,2011-07-11 19:28:00,HZ,0.0,0.39,29.12,5.5,25,8.5,90,70,80.0,70,74.0,TSRA BR,0.13,29.18,5.3,24,8.0
2011-07-12 00:00:00,87,70,79.0,6.0,63,69.0,2011-07-12 04:27:00,2011-07-12 19:28:00,RA,0.0,0.01,29.25,5.6,2,7.7,88,71,80.0,64,69.0,RA,0.01,29.31,4.5,4,7.0
2011-07-13 00:00:00,74,63,69.0,-4.0,57,62.0,2011-07-13 04:28:00,2011-07-13 19:27:00,MD,0.0,0.0,29.35,10.5,4,10.9,74,66,70.0,57,63.0,MD,0.0,29.4,11.6,4,12.2
2011-07-14 00:00:00,82,59,71.0,-2.0,56,63.0,2011-07-14 04:28:00,2011-07-14 19:27:00,MD,0.0,0.0,29.3,6.5,10,8.0,82,65,74.0,56,63.0,MD,0.0,29.35,7.3,9,8.7
2011-07-15 00:00:00,87,70,79.0,5.0,60,66.0,2011-07-15 04:29:00,2011-07-15 19:26:00,MD,0.0,0.001,29.27,5.4,9,6.7,86,71,79.0,60,67.0,MD,0.0,29.33,6.2,10,6.8
2011-07-16 00:00:00,89,71,80.0,6.0,61,68.0,2011-07-16 04:30:00,2011-07-16 19:25:00,RA,0.0,0.001,29.32,3.4,19,4.3,90,74,82.0,60,68.0,MD,0.0,29.38,2.5,19,2.7
2011-07-17 00:00:00,95,69,82.0,8.0,69,74.0,2011-07-17 04:31:00,2011-07-17 19:25:00,MD,0.0,0.0,29.35,6.2,22,6.4,95,74,85.0,69,74.0,MD,0.0,29.41,6.8,23,7.2
2011-07-18 00:00:00,92,80,86.0,12.0,75,78.0,2011-07-18 04:32:00,2011-07-18 19:24:00,RA HZ,0.0,0.01,29.23,10.6,25,10.8,93,81,87.0,74,77.0,HZ,0.001,29.29,11.2,24,11.7
2011-07-19 00:00:00,93,78,86.0,12.0,72,76.0,2011-07-19 04:33:00,2011-07-19 19:23:00,MD,0.0,0.0,29.17,4.5,7,6.2,92,79,86.0,73,77.0,BR,0.0,29.23,3.2,6,6.6
2011-07-20 00:00:00,99,73,86.0,12.0,73,77.0,2011-07-20 04:33:00,2011-07-20 19:23:00,BR HZ,0.0,0.02,29.08,9.0,23,10.7,100,77,89.0,73,77.0,TS,0.0,29.15,7.6,23,9.9
2011-07-21 00:00:00,99,75,87.0,13.0,70,76.0,2011-07-21 04:34:00,2011-07-21 19:22:00,TS,0.0,0.02,29.1,6.2,28,8.8,101,82,92.0,72,77.0,MD,0.0,29.16,5.3,26,10.0
2011-07-22 00:00:00,88,70,79.0,5.0,70,73.0,2011-07-22 04:35:00,2011-07-22 19:21:00,TS TSRA RA BR,0.0,1.55,29.18,1.7,9,9.0,100,71,80.1980101688609,70,74.0,TS TSRA BR,0.14,29.23,3.8,10,8.2
2011-07-23 00:00:00,87,70,79.0,5.0,70,73.0,2011-07-23 04:36:00,2011-07-23 19:20:00,TS TSRA RA BR,0.0,6.86,29.23,0.8,30,5.3,87,70,79.0,70,73.0,TSRA RA BR VCTS,0.04,29.28,0.7,20,4.9
2011-07-24 00:00:00,87,72,80.0,6.0,70,73.0,2011-07-24 04:37:00,2011-07-24 19:19:00,TS TSRA BR,0.0,0.18,29.26,1.5,23,6.4,87,72,80.0,69,72.0,TS TSRA VCFG,0.02,29.32,0.7,20,5.7
2011-07-25 00:00:00,88,73,81.0,7.0,66,71.0,2011-07-25 04:38:00,2011-07-25 19:18:00,MD,0.0,0.0,29.2,3.4,32,6.5,90,73,82.0,67,71.0,MD,0.01,29.25,2.1,35,6.1
2011-07-26 00:00:00,83,71,77.0,3.0,63,68.0,2011-07-26 04:39:00,2011-07-26 19:18:00,MD,0.0,0.0,29.18,6.3,5,8.5,85,72,79.0,62,68.0,MD,0.01,29.23,5.9,6,8.0
2011-07-27 00:00:00,90,68,79.0,5.0,66,70.0,2011-07-27 04:40:00,2011-07-27 19:17:00,TS TSRA,0.0,0.71,29.13,6.2,16,9.5,92,72,82.0,66,71.0,TS BR,0.001,29.21,6.0,16,9.9
2011-07-28 00:00:00,87,73,80.0,6.0,71,74.0,2011-07-28 04:41:00,2011-07-28 19:16:00,TSRA RA BR,0.0,0.7,29.2,3.2,23,6.8,88,74,81.0,71,74.0,TS RA,0.001,29.26,3.3,21,6.8
2011-07-29 00:00:00,86,71,79.0,5.0,67,71.0,2011-07-29 04:42:00,2011-07-29 19:15:00,BR,0.0,0.7,29.28,4.3,4,5.9,86,74,80.0,69,72.0,TSRA BR,0.36,29.34,3.5,4,5.6
2011-07-30 00:00:00,91,67,79.0,5.0,64,70.0,2011-07-30 04:43:00,2011-07-30 19:14:00,MD,0.0,0.0,29.35,2.4,13,3.4,91,68,80.0,65,71.0,MD,0.0,29.41,2.0,11,3.4
2011-07-31 00:00:00,90,68,79.0,5.0,69,73.0,2011-07-31 04:44:00,2011-07-31 19:13:00,MD,0.0,0.0,29.35,4.9,25,5.0,91,73,82.0,69,73.0,MD,0.0,29.41,4.5,23,5.0
2011-08-01 00:00:00,91,74,83.0,10.0,72,75.0,2011-08-01 04:45:00,2011-08-01 19:11:00,MD,0.0,0.0,29.28,4.2,27,4.9,91,76,84.0,71,75.0,BR HZ,0.0,29.33,3.1,25,5.9
2011-08-02 00:00:00,93,74,84.0,11.0,73,76.0,2011-08-02 04:46:00,2011-08-02 19:10:00,MD,0.0,0.43,29.04,8.3,21,9.1,93,74,84.0,73,77.0,TS TSRA HZ,0.28,29.1,8.0,20,8.5
2011-08-03 00:00:00,86,72,79.0,6.0,67,71.0,2011-08-03 04:47:00,2011-08-03 19:09:00,MD,0.0,0.0,29.11,6.9,2,8.0,87,73,80.0,66,71.0,BR,0.0,29.16,9.6,1,10.3
2011-08-04 00:00:00,84,69,77.0,4.0,66,69.0,2011-08-04 04:48:00,2011-08-04 19:08:00,MD,0.0,0.0,29.25,5.3,5,6.0,82,69,76.0,67,70.0,MD,0.0,29.3,4.8,5,6.7
2011-08-05 00:00:00,83,69,76.0,3.0,68,71.0,2011-08-05 04:49:00,2011-08-05 19:07:00,RA,0.0,0.001,29.21,4.0,5,5.5,84,70,77.0,68,71.0,MD,0.001,29.26,5.2,7,6.0
2011-08-06 00:00:00,85,72,79.0,6.0,70,72.0,2011-08-06 04:50:00,2011-08-06 19:06:00,RA BR,0.0,0.18,29.1,2.5,5,4.0,85,73,79.0,70,72.0,RA BR,0.69,29.15,1.3,3,3.7
2011-08-07 00:00:00,86,68,77.0,4.0,69,71.0,2011-08-07 04:51:00,2011-08-07 19:04:00,TSRA BR,0.0,0.75,29.03,4.6,27,6.4,87,70,79.0,69,72.0,RA BR HZ,0.49,29.09,3.6,26,5.6
2011-08-08 00:00:00,80,68,74.0,1.0,67,69.0,2011-08-08 04:52:00,2011-08-08 19:03:00,RA BR,0.0,0.63,29.0,4.0,4,6.2,80,69,75.0,67,70.0,TSRA RA BR,0.29,29.06,2.8,6,5.8
2011-08-09 00:00:00,80,64,72.0,-1.0,61,66.0,2011-08-09 04:53:00,2011-08-09 19:02:00,BR,0.0,0.0,28.97,10.8,28,11.1,82,66,74.0,61,66.0,BR,0.01,29.03,11.0,27,11.6
2011-08-10 00:00:00,77,61,69.0,-4.0,54,61.0,2011-08-10 04:54:00,2011-08-10 19:00:00,MD,0.0,0.0,29.14,7.3,31,8.7,78,62,70.0,54,61.0,MD,0.0,29.2,4.4,31,8.0
2011-08-11 00:00:00,81,57,69.0,-4.0,54,61.0,2011-08-11 04:55:00,2011-08-11 18:59:00,MD,0.0,0.0,29.25,2.0,24,3.0,81,60,71.0,54,61.0,MD,0.0,29.31,2.7,23,4.2
2011-08-12 00:00:00,81,60,71.0,-2.0,59,64.0,2011-08-12 04:56:00,2011-08-12 18:58:00,MD,0.0,0.0,29.22,8.3,19,8.5,82,65,74.0,57,64.0,MD,0.0,29.28,8.2,19,8.4
2011-08-13 00:00:00,83,62,73.0,0.0,64,66.0,2011-08-13 04:57:00,2011-08-13 18:56:00,RA,0.0,0.75,29.15,3.6,27,6.7,84,66,75.0,63,66.0,TS TSRA GR RA BR,0.93,29.2,5.3,24,7.8
2011-08-14 00:00:00,75,62,69.0,-3.0,60,63.0,2011-08-14 04:58:00,2011-08-14 18:55:00,RA,0.0,0.001,29.24,10.4,36,11.7,75,62,69.0,60,63.0,RA,0.01,29.29,11.7,35,12.6
2011-08-15 00:00:00,82,57,70.0,-2.0,55,62.0,2011-08-15 04:59:00,2011-08-15 18:54:00,MD,0.0,0.0,29.28,2.4,2,4.9,80,59,70.0,55,62.0,MD,0.0,29.33,2.7,5,5.2
2011-08-16 00:00:00,85,61,73.0,1.0,58,64.0,2011-08-16 05:00:00,2011-08-16 18:52:00,MD,0.0,0.0,29.32,2.9,18,3.9,83,63,73.0,56,63.0,MD,0.0,29.38,2.3,18,3.0
2011-08-17 00:00:00,83,62,73.0,1.0,63,67.0,2011-08-17 05:01:00,2011-08-17 18:51:00,MD,0.0,0.0,29.31,5.6,22,6.0,83,65,74.0,61,67.0,MD,0.0,29.36,6.0,21,6.2
2011-08-18 00:00:00,84,67,76.0,4.0,60,66.0,2011-08-18 05:02:00,2011-08-18 18:49:00,MD,0.0,0.0,29.23,2.3,4,5.2,85,71,78.0,62,67.0,HZ,0.0,29.28,2.8,7,5.2
2011-08-19 00:00:00,87,64,76.0,5.0,63,68.0,2011-08-19 05:03:00,2011-08-19 18:48:00,MD,0.0,0.0,29.18,3.3,14,5.2,86,67,77.0,62,68.0,MD,0.0,29.23,4.7,13,5.8
2011-08-20 00:00:00,80,66,73.0,2.0,67,69.0,2011-08-20 05:04:00,2011-08-20 18:46:00,RA FG BR,0.0,1.11,29.22,1.3,21,3.4,79,68,74.0,67,69.0,TSRA RA BR,0.39,29.28,2.0,16,4.9
2011-08-21 00:00:00,80,64,72.0,1.0,58,63.0,2011-08-21 05:05:00,2011-08-21 18:45:00,RA,0.0,0.001,29.26,8.0,32,8.5,81,66,74.0,58,64.0,RA BR,0.01,29.32,7.0,32,7.6
2011-08-22 00:00:00,82,59,71.0,0.0,59,64.0,2011-08-22 05:06:00,2011-08-22 18:43:00,MD,0.0,0.0,29.3,1.6,26,4.1,82,61,72.0,59,64.0,MD,0.0,29.36,0.7,8,3.5
2011-08-23 00:00:00,73,62,68.0,-3.0,63,65.0,2011-08-23 05:08:00,2011-08-23 18:42:00,TSRA BR,0.0,0.65,29.1,9.1,20,9.8,74,66,70.0,62,65.0,TSRA RA BR,0.4,29.18,8.4,20,9.5
2011-08-24 00:00:00,92,69,81.0,10.0,65,70.0,2011-08-24 05:09:00,2011-08-24 18:40:00,BR,0.0,0.0,28.99,8.2,27,10.7,91,70,81.0,65,70.0,MD,0.0,29.05,8.1,25,11.0
2011-08-25 00:00:00,83,64,74.0,4.0,59,64.0,2011-08-25 05:10:00,2011-08-25 18:39:00,MD,0.0,0.0,29.26,4.1,36,7.3,80,65,73.0,59,64.0,MD,0.0,29.33,3.1,2,7.0
2011-08-26 00:00:00,83,59,71.0,1.0,58,63.0,2011-08-26 05:11:00,2011-08-26 18:37:00,MD,0.0,0.0,29.26,1.9,26,3.3,83,61,72.0,58,64.0,MD,0.0,29.32,1.2,20,3.4
2011-08-27 00:00:00,81,64,73.0,3.0,62,66.0,2011-08-27 05:12:00,2011-08-27 18:35:00,MD,0.0,0.0,29.21,8.2,2,9.2,83,67,75.0,61,66.0,MD,0.0,29.26,8.1,1,9.3
2011-08-28 00:00:00,77,61,69.0,-1.0,57,61.0,2011-08-28 05:13:00,2011-08-28 18:34:00,MD,0.0,0.0,29.22,7.0,2,7.9,77,61,69.0,55,61.0,MD,0.0,29.26,8.5,1,9.2
2011-08-29 00:00:00,79,59,69.0,-1.0,56,62.0,2011-08-29 05:14:00,2011-08-29 18:32:00,MD,0.0,0.0,29.31,1.4,2,3.5,78,61,70.0,57,62.0,MD,0.0,29.36,1.1,6,4.2
2011-08-30 00:00:00,76,61,69.0,-1.0,56,62.0,2011-08-30 05:15:00,2011-08-30 18:31:00,RA,0.0,0.04,29.33,5.3,15,6.3,79,64,72.0,54,61.0,RA,0.02,29.38,5.9,15,6.8
2011-08-31 00:00:00,87,65,76.0,7.0,64,68.0,2011-08-31 05:16:00,2011-08-31 18:29:00,RA,0.0,0.001,29.23,5.4,17,8.3,88,65,77.0,64,69.0,MD,0.05,29.29,5.4,17,7.4
2011-09-01 00:00:00,93,71,82.0,14.0,71,75.0,2011-09-01 05:17:00,2011-09-01 18:27:00,MD,0.0,0.0,29.2,5.2,21,5.9,94,74,84.0,70,75.0,MD,0.0,29.26,5.8,21,6.3
2011-09-02 00:00:00,92,76,84.0,16.0,69,74.0,2011-09-02 05:18:00,2011-09-02 18:26:00,HZ,0.0,0.0,29.18,4.9,22,7.4,94,79,87.0,69,74.0,MD,0.001,29.24,4.0,20,6.6
2011-09-03 00:00:00,89,69,79.0,11.0,67,71.0,2011-09-03 05:19:00,2011-09-03 18:24:00,RA BR HZ,0.0,0.02,29.16,2.5,29,6.2,87,71,79.0,68,71.0,MD,0.15,29.21,1.2,20,5.7
2011-09-04 00:00:00,73,58,66.0,-2.0,54,60.0,2011-09-04 05:20:00,2011-09-04 18:22:00,MD,0.0,0.0,29.24,10.5,32,11.5,74,60,67.0,55,61.0,RA,0.001,29.29,10.7,32,11.5
2011-09-05 00:00:00,65,52,59.0,-8.0,45,52.0,2011-09-05 05:21:00,2011-09-05 18:21:00,MD,0.0,0.0,29.39,14.2,1,14.8,67,53,60.0,46,53.0,MD,0.001,29.43,15.9,36,16.6
2011-09-06 00:00:00,66,51,59.0,-8.0,46,52.0,2011-09-06 05:22:00,2011-09-06 18:19:00,MD,0.0,0.0,29.44,9.5,3,10.1,66,57,62.0,47,54.0,MD,0.0,29.49,13.8,4,14.3
2011-09-07 00:00:00,70,52,61.0,-6.0,47,54.0,2011-09-07 05:23:00,2011-09-07 18:17:00,MD,0.0,0.0,29.42,10.2,1,10.8,70,58,64.0,47,55.0,MD,0.0,29.47,12.4,2,13.3
2011-09-08 00:00:00,75,57,66.0,0.0,53,59.0,2011-09-08 05:24:00,2011-09-08 18:15:00,RA,0.0,0.001,29.34,13.0,2,13.4,74,62,68.0,54,59.0,RA DZ BR,0.06,29.36,14.9,2,15.2
2011-09-09 00:00:00,72,60,66.0,0.0,60,62.0,2011-09-09 05:25:00,2011-09-09 18:14:00,RA,0.0,0.02,29.23,8.2,4,8.3,72,64,68.0,61,63.0,RA BR,0.11,29.28,7.9,4,8.4
2011-09-10 00:00:00,78,56,67.0,1.0,59,62.0,2011-09-10 05:26:00,2011-09-10 18:12:00,BR,0.0,0.0,29.29,0.9,14,3.1,76,58,67.0,60,63.0,FG+ BR,0.01,29.34,0.9,14,2.0
2011-09-11 00:00:00,83,57,70.0,5.0,59,63.0,2011-09-11 05:27:00,2011-09-11 18:10:00,BR,0.0,0.0,29.27,5.1,27,5.5,83,60,72.0,59,64.0,BR,0.0,29.33,4.3,25,4.7
2011-09-12 00:00:00,86,64,75.0,10.0,59,65.0,2011-09-12 05:28:00,2011-09-12 18:09:00,MD,0.0,0.0,29.18,10.5,23,10.9,86,64,75.0,59,65.0,MD,0.0,29.24,9.2,23,9.3
2011-09-13 00:00:00,73,56,65.0,0.0,54,59.0,2011-09-13 05:29:00,2011-09-13 18:07:00,BR HZ FU,0.0,0.0,29.2,4.9,31,8.7,76,58,67.0,55,61.0,HZ FU,0.0,29.26,3.4,31,7.8
2011-09-14 00:00:00,58,47,53.0,-11.0,43,49.0,2011-09-14 05:30:00,2011-09-14 18:05:00,RA BR HZ FU,0.0,0.08,29.39,6.3,34,7.3,60,48,54.0,45,51.0,RA BR HZ FU,0.001,29.47,6.0,32,7.415627310322199
2011-09-15 00:00:00,59,42,51.0,-13.0,35,44.0,2011-09-15 05:31:00,2011-09-15 18:03:00,MD,0.0,0.0,29.61,7.4,1,8.5,60,44,52.0,36,45.0,MD,0.0,29.67,7.2,36,9.0
2011-09-16 00:00:00,58,46,52.0,-12.0,40,47.0,2011-09-16 05:32:00,2011-09-16 18:00:00,MD,0.0,0.0,29.59,1.4,8,3.3,59,48,54.0,38,47.0,MD,0.0,29.65,2.6,13,3.7
2011-09-17 00:00:00,68,50,59.0,-5.0,45,52.0,2011-09-17 05:33:00,2011-09-17 17:58:00,MD,0.0,0.0,29.53,7.7,11,8.9,69,52,61.0,44,52.0,MD,0.0,29.59,8.7,11,9.6
2011-09-18 00:00:00,65,55,60.0,-4.0,55,57.0,2011-09-18 05:35:00,2011-09-18 17:56:00,RA DZ BR,0.0,0.43,29.34,8.9,15,9.5,66,56,61.0,54,57.0,RA DZ BR,0.34,29.41,7.4,14,8.0
2011-09-19 00:00:00,69,54,62.0,-1.0,58,60.0,2011-09-19 05:36:00,2011-09-19 17:55:00,RA BR,0.0,0.24,29.24,4.1,29,5.8,68,56,62.0,58,60.0,RA BR,0.41,29.3,3.8,26,5.8
2011-09-20 00:00:00,74,49,62.0,0.0,54,58.0,2011-09-20 05:37:00,2011-09-20 17:53:00,MIFG BCFG BR,0.0,0.0,29.26,7.3,18,7.3,75,53,64.0,54,58.0,FG+ BCFG BR,0.01,29.33,5.8,17,6.1
2011-09-21 00:00:00,71,56,64.0,2.0,49,56.0,2011-09-21 05:38:00,2011-09-21 17:51:00,RA,0.0,0.001,29.23,10.2,25,11.0,72,57,65.0,49,56.0,MD,0.001,29.29,9.4,24,10.3
2011-09-22 00:00:00,64,51,58.0,-4.0,47,52.0,2011-09-22 05:39:00,2011-09-22 17:49:00,MD,0.0,0.0,29.36,4.6,27,6.9,63,53,58.0,47,52.0,MD,0.0,29.42,6.5,25,7.2
2011-09-23 00:00:00,62,48,55.0,-6.0,44,49.0,2011-09-23 05:40:00,2011-09-23 17:48:00,MD,0.0,0.0,29.33,5.9,36,7.0,62,48,55.0,46,51.0,RA,0.02,29.38,4.1,36,6.4
2011-09-24 00:00:00,62,51,57.0,-4.0,49,51.0,2011-09-24 05:41:00,2011-09-24 17:46:00,RA BR,0.0,0.14,29.26,3.6,3,4.6,63,51,57.0,48,52.0,RA BR,0.07,29.31,2.9,4,5.3
2011-09-25 00:00:00,64,51,58.0,-3.0,53,55.0,2011-09-25 05:42:00,2011-09-25 17:44:00,RA,0.0,0.08,29.13,4.1,14,5.5,65,53,59.0,53,55.0,RA BR,0.23,29.18,4.7,13,5.8
2011-09-26 00:00:00,60,53,57.0,-3.0,51,53.0,2011-09-26 05:43:00,2011-09-26 17:42:00,RA BR,0.0,1.21,28.92,8.8,18,15.4,63,53,58.0,50,53.0,RA BR,0.9,28.98,8.1,19,12.4
2011-09-27 00:00:00,63,54,59.0,-1.0,53,55.0,2011-09-27 05:44:00,2011-09-27 17:41:00,RA BR,0.0,0.31,29.0,4.3,6,8.3,63,54,59.0,53,55.0,RA BR,0.25,29.05,2.4,5,7.1
2011-09-28 00:00:00,63,53,58.0,-1.0,54,55.0,2011-09-28 05:45:00,2011-09-28 17:39:00,RA BR,0.0,0.77,29.07,6.5,32,7.0,64,53,59.0,54,55.0,RA BR,0.15,29.12,5.7,32,6.7
2011-09-29 00:00:00,66,49,58.0,-1.0,51,53.0,2011-09-29 05:46:00,2011-09-29 17:37:00,RA BR,0.0,0.06,28.98,11.7,28,13.5,66,51,59.0,50,54.0,RA DZ BR,0.09,29.03,11.2,27,12.7
2011-09-30 00:00:00,57,45,51.0,-8.0,41,47.0,2011-09-30 05:47:00,2011-09-30 17:35:00,RA,0.0,0.09,29.32,14.6,34,15.0,58,47,53.0,42,47.0,RA,0.17,29.37,15.4,34,16.3
2011-10-01 00:00:00,56,42,49.0,-9.0,40,45.0,2011-10-01 05:48:00,2011-10-01 17:34:00,MD,0.0,0.001,29.53,9.6,36,10.3,56,44,50.0,40,45.0,MD,0.001,29.59,10.7,35,11.2
2011-10-02 00:00:00,66,41,54.0,-4.0,38,46.0,2011-10-02 05:49:00,2011-10-02 17:32:00,MD,0.0,0.0,29.47,4.7,32,5.4,65,41,53.0,39,46.0,MD,0.0,29.54,4.1,32,4.6
2011-10-03 00:00:00,69,44,57.0,0.0,45,50.0,2011-10-03 05:50:00,2011-10-03 17:30:00,MD,0.0,0.0,29.48,3.4,3,5.0,70,45,58.0,44,50.0,MD,0.0,29.54,3.6,2,4.1
2011-10-04 00:00:00,76,43,60.0,3.0,47,52.0,2011-10-04 05:52:00,2011-10-04 17:29:00,MD,0.0,0.0,29.52,1.1,16,2.3,74,46,60.0,47,53.0,MD,0.0,29.58,0.7,15,1.7
2011-10-05 00:00:00,80,49,65.0,8.0,48,55.0,2011-10-05 05:53:00,2011-10-05 17:27:00,MD,0.0,0.0,29.49,1.9,18,3.2,80,52,66.0,47,55.0,MD,0.0,29.55,1.3,17,2.9
2011-10-06 00:00:00,81,50,66.0,10.0,51,58.0,2011-10-06 05:54:00,2011-10-06 17:25:00,MD,0.0,0.0,29.5,3.8,15,4.6,81,56,69.0,50,58.0,MD,0.0,29.57,3.9,15,4.6
2011-10-07 00:00:00,84,54,69.0,13.0,53,59.0,2011-10-07 05:55:00,2011-10-07 17:24:00,MD,0.0,0.0,29.52,7.5,18,7.7,84,59,72.0,51,59.0,MD,0.0,29.59,6.4,17,6.8
2011-10-08 00:00:00,82,54,68.0,12.0,54,60.0,2011-10-08 05:56:00,2011-10-08 17:22:00,MD,0.0,0.0,29.56,7.2,19,7.6,82,61,72.0,53,60.0,MD,0.0,29.62,6.3,19,6.9
